0.000000000000000000e+00,-1.515940409683426333e+04
2.000000000000000042e-02,6.415639098598888813e+04
4.000000000000000083e-02,6.430763409546590265e+04
5.999999999999999778e-02,6.446786276483143592e+04
8.000000000000000167e-02,6.458783297560928622e+04
1.000000000000000056e-01,6.467358644887524861e+04
1.199999999999999956e-01,6.473586945211172133e+04
1.400000000000000133e-01,6.476287155370508117e+04
1.600000000000000033e-01,6.462238476295514556e+04
1.799999999999999933e-01,6.233820334112423734e+04
2.000000000000000111e-01,6.277819997184850217e+04
2.200000000000000011e-01,6.152117495538869844e+04
2.399999999999999911e-01,-8.727303203535464490e+03
2.600000000000000089e-01,6.566980921881210816e+04
2.800000000000000266e-01,-1.023946946637903966e+04
2.999999999999999889e-01,6.566980921881210816e+04
3.200000000000000067e-01,-1.515940409683426333e+04
3.400000000000000244e-01,6.566980921881210816e+04
3.599999999999999867e-01,-1.515940409683426333e+04
3.800000000000000044e-01,6.531125422732477455e+04
4.000000000000000222e-01,-1.515940409683426333e+04
4.199999999999999845e-01,6.494698340419950546e+04
4.400000000000000022e-01,-1.515940409683426333e+04
4.600000000000000200e-01,6.458252519709050102e+04
4.799999999999999822e-01,-1.515940409683426333e+04
5.000000000000000000e-01,6.462330221614084439e+04
5.200000000000000178e-01,-1.515940409683426333e+04
5.400000000000000355e-01,6.461277081461043417e+04
5.600000000000000533e-01,-1.515940409683426333e+04
5.799999999999999600e-01,4.834568827770854114e+04
5.999999999999999778e-01,-1.515940409683426333e+04
6.199999999999999956e-01,-1.515940409683426333e+04
6.400000000000000133e-01,-1.515940409683426333e+04
6.600000000000000311e-01,-1.515940409683426333e+04
6.800000000000000488e-01,-1.515940409683426333e+04
7.000000000000000666e-01,-1.515940409683426333e+04
7.199999999999999734e-01,-1.515940409683426333e+04
7.399999999999999911e-01,-1.515940409683426333e+04
7.600000000000000089e-01,-1.515940409683426333e+04
7.800000000000000266e-01,-1.515940409683426333e+04
8.000000000000000444e-01,-1.515940409683426333e+04
8.200000000000000622e-01,-1.507962370412241216e+04
8.399999999999999689e-01,-1.284714864124644919e+04
8.599999999999999867e-01,-1.258903881498648298e+04
8.800000000000000044e-01,3.259314313172447510e+04
9.000000000000000222e-01,-1.515940409683426333e+04
9.200000000000000400e-01,6.566980921881210816e+04
9.400000000000000577e-01,-1.515940409683426333e+04
9.599999999999999645e-01,6.566980921881210816e+04
9.799999999999999822e-01,-1.515940409683426333e+04
1.000000000000000000e+00,6.566980921881210816e+04
1.020000000000000018e+00,-1.515940409683426333e+04
1.040000000000000036e+00,6.566980921881210816e+04
1.060000000000000053e+00,-1.515940409683426333e+04
1.080000000000000071e+00,6.566980921881210816e+04
1.100000000000000089e+00,-1.515940409683426333e+04
1.120000000000000107e+00,6.566980921881210816e+04
1.140000000000000124e+00,-1.515940409683426333e+04
1.159999999999999920e+00,6.566980921881210816e+04
1.179999999999999938e+00,-1.345950126959730187e+04
1.199999999999999956e+00,6.566980921881210816e+04
1.219999999999999973e+00,-1.312852685582882077e+04
1.239999999999999991e+00,6.566980921881210816e+04
1.260000000000000009e+00,-1.172884721008355336e+04
1.280000000000000027e+00,6.566980921881210816e+04
1.300000000000000044e+00,-1.172791965649448866e+04
1.320000000000000062e+00,6.566980921881210816e+04
1.340000000000000080e+00,-1.515940409683426333e+04
1.360000000000000098e+00,6.566980921881210816e+04
1.380000000000000115e+00,-1.515940409683426333e+04
1.400000000000000133e+00,6.566980921881210816e+04
1.419999999999999929e+00,-1.515940409683426333e+04
1.439999999999999947e+00,6.566980921881210816e+04
1.459999999999999964e+00,-1.515940409683426333e+04
1.479999999999999982e+00,6.566980921881210816e+04
1.500000000000000000e+00,-1.515940409683426333e+04
