0.000000000000000000e+00,1.286426514384316627e-02
2.000000000000000042e-02,-6.027864539224748151e-04
4.000000000000000083e-02,-3.688934863730816086e-03
5.999999999999999778e-02,-1.544526518889328265e-03
8.000000000000000167e-02,-9.150621566104702670e-04
1.000000000000000056e-01,-1.797474242743660536e-03
1.199999999999999956e-01,-4.188421843626885695e-03
1.400000000000000133e-01,-8.084264997133990688e-03
1.600000000000000033e-01,-1.348106616583679557e-02
1.799999999999999933e-01,-2.037459134826643745e-02
2.000000000000000111e-01,-2.876031080276237120e-02
2.200000000000000011e-01,-3.863339938832385800e-02
2.399999999999999911e-01,-4.998873653374598380e-02
2.600000000000000089e-01,-6.282090584928853860e-02
2.800000000000000266e-01,-7.712419439731023341e-02
2.999999999999999889e-01,-9.289259164019630921e-02
3.200000000000000067e-01,-1.101197880856179395e-01
3.400000000000000244e-01,-1.287991736507139995e-01
3.599999999999999867e-01,-1.489238357681797742e-01
3.800000000000000044e-01,-1.704865572584845779e-01
4.000000000000000222e-01,-1.934798139935191841e-01
4.199999999999999845e-01,-2.178957723778912614e-01
4.400000000000000022e-01,-2.437262866748459988e-01
4.600000000000000200e-01,-2.709628962043900691e-01
4.799999999999999822e-01,-2.995968224416415970e-01
5.000000000000000000e-01,-3.296189660437275903e-01
5.200000000000000178e-01,-3.610199038336967536e-01
5.400000000000000355e-01,-3.937898857699326793e-01
5.600000000000000533e-01,-4.279188319294303100e-01
5.799999999999999600e-01,-4.633963295330584820e-01
5.999999999999999778e-01,-5.002116300405724525e-01
6.199999999999999956e-01,-5.383536463426756846e-01
6.400000000000000133e-01,-5.778109500768668916e-01
6.600000000000000311e-01,-6.185717690931558099e-01
6.800000000000000488e-01,-6.606239850949923165e-01
7.000000000000000666e-01,-7.039551314799452619e-01
7.199999999999999734e-01,-7.485523914037920390e-01
7.399999999999999911e-01,-7.944025960907407091e-01
7.600000000000000089e-01,-8.414922234115198574e-01
7.800000000000000266e-01,-8.898073967500365056e-01
8.000000000000000444e-01,-9.393338841782254978e-01
8.200000000000000622e-01,-9.900570979576047703e-01
8.399999999999999689e-01,-1.041962094384908166e+00
8.599999999999999867e-01,-1.095033573998002607e+00
